NUM_POSTE	NOM_USUEL	LAT	LON	ALTI	AAAAMMJJ	RR	QRR	TN	QTN	HTN	QHTN	TX	QTX	HTX	QHTX	TM	QTM	TNTXM	QTNTXM	TAMPLI	QTAMPLI	TNSOL	QTNSOL	TN50	QTN50	DG	QDG	FFM	QFFM	FF2M	QFF2M	FXY	QFXY	DXY	QDXY	HXY	QHXY	FXI	QFXI	DXI	QDXI	HXI	QHXI	FXI2	QFXI2	DXI2	QDXI2	HXI2	QHXI2	FXI3S	QFXI3S	DXI3S	QDXI3S	HXI3S	QHXI3S
45055001	ORLEANS	47.990667	1.778167	123	20220401	1.0	1	0.1	1	218	9	3.5	1	1317	9	1.7	1	1.8	1	3.4	1	-1.0	9	-0.5	9	0	9	8.5	1			13.0	1	330	1	934	9	18.1	1	340	1	856	9							17.5	1			856	9
45055001	ORLEANS	47.990667	1.778167	123	20220402	0.0	1	-0.7	1	431	9	8.0	1	1315	9	3.3	1	3.7	1	8.7	1	-2.1	9	-1.4	9	186	9	6.9	1			10.5	1	360	1	853	9	14.8	1	360	1	1001	9							13.8	1			1010	9
45055001	ORLEANS	47.990667	1.778167	123	20220403	0.0	1	-1.4	1	535	9	8.8	1	1451	9	3.9	1	3.7	1	10.2	1	-2.9	9	-2.2	9	163	9	4.9	1			8.5	1	50	1	1242	9	17.7	1	30	1	1330	9							17.0	1			1330	9
45055001	ORLEANS	47.990667	1.778167	123	20220404	0.2	1	-4.0	1	518	9	11.7	1	1359	9	5.2	1	3.9	1	15.7	1	-9.5	9	-7.9	9	425	9	4.6	1			8.4	1	240	1	1307	9	14.4	1	240	1	1048	9							13.5	1			1048	9
45055001	ORLEANS	47.990667	1.778167	123	20220405	0.2	1	6.5	1	205	9	12.2	1	1550	9	9.2	1	9.4	1	5.7	1	5.2	9	5.3	9	0	9	5.2	1			7.8	1	230	1	125	9	10.8	1	230	1	52	9							10.6	1			52	9
45055001	ORLEANS	47.990667	1.778167	123	20220406	1.6	1	4.6	1	259	9	11.9	1	1536	9	9.5	1	8.3	1	7.3	1	0.7	9	3.0	9	0	9	6.2	1			12.4	1	220	9	2035	9	19.0	1	220	9	2027	9							18.1	1			2027	9
45055001	ORLEANS	47.990667	1.778167	123	20220407	8.7	1	9.5	1	2147	9	15.0	1	1131	9	11.2	1	12.3	1	5.5	1	9.0	9	9.0	9	0	9	8.6	1			14.3	1	240	1	1110	9	20.1	1	220	1	818	9							19.7	1			818	9
45055001	ORLEANS	47.990667	1.778167	123	20220408	13.4	1	5.0	1	1758	9	15.3	1	1153	9	8.8	1	10.2	1	10.3	1	4.8	9	4.7	9	0	9	8.4	1			16.6	1	230	1	1143	9	25.1	1	220	1	1040	9							23.9	1			1040	9
45055001	ORLEANS	47.990667	1.778167	123	20220409	0.0	1	3.1	1	1858	9	12.2	1	1245	9	6.6	1	7.7	1	9.1	1	2.0	9	2.7	9	0	9	4.0	1			7.3	1	260	1	343	9	10.3	1	310	1	1139	9							9.4	1			1057	9
45055001	ORLEANS	47.990667	1.778167	123	20220410	0.0	1	-1.6	1	511	9	14.5	1	1352	9	8.0	1	6.5	1	16.1	1	-6.1	9	-4.9	9	197	9	3.1	1			6.1	1	110	1	1528	9	9.6	1	100	1	1521	9							9.5	1			1521	9
45055001	ORLEANS	47.990667	1.778167	123	20220411	0.0	1	4.4	1	448	9	21.5	1	1523	9	13.4	1	13.0	1	17.1	1	2.4	9	3.5	9	0	9	4.5	1			6.2	1	110	1	1738	9	9.0	1	110	1	338	9							8.5	1			338	9
45055001	ORLEANS	47.990667	1.778167	123	20220412	6.1	1	9.0	1	346	9	19.9	1	1301	9	14.1	1	14.5	1	10.9	1	7.0	9	8.0	9	0	9	3.7	1			9.8	1	250	1	1640	9	12.8	1	200	1	1033	9							12.4	1			1033	9
45055001	ORLEANS	47.990667	1.778167	123	20220413	1.8	1	11.4	1	644	9	15.6	1	1429	9	12.9	1	13.5	1	4.2	1	10.0	9	10.6	9	0	9	1.5	1			3.4	1	150	1	743	9	4.7	1	140	1	738	9							4.5	1			738	9
45055001	ORLEANS	47.990667	1.778167	123	20220414	0.2	1	8.1	1	538	9	20.7	1	1513	9	14.4	1	14.4	1	12.6	1	5.4	9	6.5	9	0	9	1.5	1			4.3	1	10	1	1640	9	8.3	1	350	1	1536	9							7.7	1			1536	9
45055001	ORLEANS	47.990667	1.778167	123	20220415	0.2	1	6.6	1	516	9	21.6	1	1448	9	14.6	1	14.1	1	15.0	1	1.5	9	3.4	9	0	9	3.0	1			5.3	1	20	1	1642	9	7.8	1	40	1	1538	9							7.5	1			1538	9
45055001	ORLEANS	47.990667	1.778167	123	20220416	0.0	1	8.2	1	318	9	19.8	1	1400	9	13.2	1	14.0	1	11.6	1	3.7	9	6.6	9	0	9	5.0	1			8.2	1	40	1	1535	9	11.5	1	50	1	1524	9							11.3	1			1524	9
45055001	ORLEANS	47.990667	1.778167	123	20220417	0.0	1	3.5	1	420	9	21.1	1	1412	9	12.0	1	12.3	1	17.6	1	1.8	9	2.6	9	0	9	3.8	1			7.0	1	40	1	1606	9	9.3	1	60	1	1015	9							8.6	1			1015	9
45055001	ORLEANS	47.990667	1.778167	123	20220418	0.0	1	3.2	1	505	9	18.8	1	1347	9	11.8	1	11.0	1	15.6	1	-1.3	9	0.2	9	0	9	3.4	1			5.9	1	340	9	2046	9	9.2	1	350	9	2028	9							8.5	1			2028	9
45055001	ORLEANS	47.990667	1.778167	123	20220419	0.0	1	6.6	1	253	9	16.6	1	1420	9	10.9	1	11.6	1	10.0	1	5.4	9	5.7	9	0	9	4.1	1			6.2	1	360	9	2145	9	10.1	1	350	1	1157	9							9.3	1			1157	9
45055001	ORLEANS	47.990667	1.778167	123	20220420	0.0	1	5.9	1	427	9	19.0	1	1606	9	11.9	1	12.5	1	13.1	1	5.0	9	5.1	9	0	9	3.9	1			5.9	1	40	1	1230	9	10.5	1	40	1	637	9							9.7	1			637	9
45055001	ORLEANS	47.990667	1.778167	123	20220421	0.0	1	5.4	1	447	9	18.7	1	1615	9	11.8	1	12.1	1	13.3	1	2.4	9	3.5	9	0	9	3.6	1			7.1	1	50	1	1415	9	9.4	1	50	1	1257	9							9.3	1			1257	9
45055001	ORLEANS	47.990667	1.778167	123	20220422	0.4	1	4.5	1	448	9	19.6	1	1408	9	12.3	1	12.1	1	15.1	1	1.5	9	3.3	9	0	9	4.4	1			7.4	1	60	1	1052	9	10.7	1	80	1	1044	9							10.5	1			1044	9
45055001	ORLEANS	47.990667	1.778167	123	20220423	2.2	1	8.1	1	2351	9	21.0	1	1345	9	13.8	1	14.6	1	12.9	1	6.8	9	7.5	9	0	9	5.0	1			9.4	1	80	1	1757	9	12.9	1	90	1	1816	9							12.6	1			1816	9
45055001	ORLEANS	47.990667	1.778167	123	20220424	0.0	1	9.9	1	453	9	18.9	1	1223	9	13.9	1	14.4	1	9.0	1	9.2	9	9.3	9	0	9	3.2	1			5.8	1	320	1	1057	9	10.1	1	20	1	1048	9							9.5	1			1050	9
45055001	ORLEANS	47.990667	1.778167	123	20220425	0.0	1	5.6	1	430	9	16.8	1	1339	9	10.8	1	11.2	1	11.2	1	2.2	9	2.9	9	0	9	3.2	1			4.9	1	340	1	1542	9	10.1	1	360	9	2036	9							9.4	1			730	9
45055001	ORLEANS	47.990667	1.778167	123	20220426	0.0	1	3.0	1	448	9	16.0	1	1428	9	9.6	1	9.5	1	13.0	1	1.3	9	2.0	9	0	9	3.4	1			6.6	1	60	1	1721	9	9.2	1	50	1	1435	9							8.8	1			1327	9
45055001	ORLEANS	47.990667	1.778167	123	20220427	0.0	1	3.5	1	449	9	19.1	1	1455	9	11.6	1	11.3	1	15.6	1	2.4	9	2.8	9	0	9	5.8	1			9.9	1	50	1	1624	9	13.6	1	60	1	1622	9							13.4	1			1622	9
45055001	ORLEANS	47.990667	1.778167	123	20220428	0.0	1	6.6	1	154	9	20.5	1	1336	9	13.5	1	13.6	1	13.9	1	5.0	9	5.7	9	0	9	4.9	1			8.6	1	50	1	1025	9	15.7	1	60	1	606	9							13.9	1			610	9
45055001	ORLEANS	47.990667	1.778167	123	20220429	0.0	1	9.6	1	438	9	21.3	1	1447	9	14.3	1	15.5	1	11.7	1	6.5	9	8.1	9	0	9	4.0	1			6.2	1	10	1	1713	9	9.9	1	10	1	905	9							9.3	1			910	9
45055001	ORLEANS	47.990667	1.778167	123	20220430	0.0	1	5.3	1	452	9	17.6	1	1437	9	10.8	1	11.5	1	12.3	1	4.5	9	4.7	9	0	9	4.0	1			6.8	1	20	1	1409	9	11.9	1	40	1	1535	9							11.2	1			1535	9
45055001	ORLEANS	47.990667	1.778167	123	20220501	0.0	1	4.1	1	326	9	17.0	1	1506	9	10.6	1	10.6	1	12.9	1	0.9	9	2.2	9	0	9	3.3	1			5.6	1	30	1	1538	9	12.3	1	40	1	1529	9							11.8	1			1529	9
45055001	ORLEANS	47.990667	1.778167	123	20220502	0.0	1	4.3	1	425	9	18.7	1	1307	9	12.3	1	11.5	1	14.4	1	2.8	9	2.9	9	0	9	4.0	1			6.4	1	20	1	1358	9	11.8	1	60	1	1231	9							10.2	1			1231	9
45055001	ORLEANS	47.990667	1.778167	123	20220503	0.4	1	6.1	1	404	9	18.7	1	1056	9	13.3	1	12.4	1	12.6	1	4.8	9	5.2	9	0	9	4.9	1			8.3	1	30	1	947	9	11.8	1	30	1	939	9							10.8	1			939	9
45055001	ORLEANS	47.990667	1.778167	123	20220504	0.2	1	10.2	1	438	9	18.4	1	1627	9	12.2	1	14.3	1	8.2	1	9.6	9	9.5	9	0	9	2.3	1			7.4	1	310	1	1819	9	10.7	1	310	1	1815	9							10.2	1			1815	9
45055001	ORLEANS	47.990667	1.778167	123	20220505	0.0	1	5.5	1	508	9	20.4	1	1552	9	12.1	1	13.0	1	14.9	1	-0.4	9	1.8	9	0	9	3.6	1			6.6	1	360	1	1709	9	9.8	1	320	1	1510	9							9.3	1			1510	9
45055001	ORLEANS	47.990667	1.778167	123	20220506	0.0	1	5.5	1	439	9	21.6	1	1433	9	14.3	1	13.6	1	16.1	1	3.0	9	4.0	9	0	9	3.5	1			5.7	1	20	1	1645	9	8.8	1	360	1	827	9							8.2	1			827	9
45055001	ORLEANS	47.990667	1.778167	123	20220507	1.4	1	9.3	1	418	9	21.6	1	1456	9	14.7	1	15.5	1	12.3	1	6.6	9	8.7	9	0	9	2.9	1			5.4	1	10	1	1607	9	8.7	1	30	1	1601	9							8.2	1			1610	9
45055001	ORLEANS	47.990667	1.778167	123	20220508	0.0	1	8.4	1	426	9	21.9	1	1535	9	15.3	1	15.2	1	13.5	1	5.8	9	7.2	9	0	9	4.1	1			6.7	1	20	1	1210	9	10.8	1	40	1	1208	9							10.3	1			1210	9
45055001	ORLEANS	47.990667	1.778167	123	20220509	0.0	1	8.4	1	402	9	25.7	1	1545	9	17.6	1	17.1	1	17.3	1	3.8	9	6.6	9	0	9	1.9	1			3.3	1	20	1	953	9	8.9	1	30	1	1056	9							8.3	1			1056	9
45055001	ORLEANS	47.990667	1.778167	123	20220510	0.0	1	11.9	1	131	9	27.9	1	1435	9	20.6	1	19.9	1	16.0	1	6.1	9	8.7	9	0	9	4.0	1			8.0	1	230	1	1448	9	11.6	1	220	1	1403	9							11.3	1			1410	9
45055001	ORLEANS	47.990667	1.778167	123	20220511	0.0	1	12.4	1	433	9	25.7	1	1404	9	18.8	1	19.1	1	13.3	1	7.6	9	10.0	9	0	9	5.3	1			10.4	1	240	1	1438	9	14.2	1	240	1	1405	9							13.8	1			1432	9
45055001	ORLEANS	47.990667	1.778167	123	20220512	0.0	1	9.1	1	438	9	21.5	1	1319	9	15.7	1	15.3	1	12.4	1	3.0	9	5.5	9	0	9	2.2	1			5.1	1	350	9	2247	9	9.3	1	300	1	1511	9							8.4	1			2239	9
45055001	ORLEANS	47.990667	1.778167	123	20220513	0.0	1	7.4	1	441	9	22.0	1	1540	9	15.4	1	14.7	1	14.6	1	2.9	9	5.9	9	0	9	2.0	1			4.2	1	360	1	14	9	8.9	1	230	1	1130	9							7.9	1			1130	9
45055001	ORLEANS	47.990667	1.778167	123	20220514	0.0	1	7.8	1	415	9	24.5	1	1446	9	17.3	1	16.2	1	16.7	1	4.0	9	6.9	9	0	9	3.5	1			6.4	1	40	1	1618	9	8.9	1	100	1	1341	9							8.4	1			1341	9
45055001	ORLEANS	47.990667	1.778167	123	20220515	0.8	1	10.8	1	431	9	30.8	1	1507	9	21.3	1	20.8	1	20.0	1	10.1	9	10.4	9	0	9	4.1	1			12.0	1	220	1	1653	9	16.3	1	210	1	1646	9							15.8	1			1646	9
45055001	ORLEANS	47.990667	1.778167	123	20220516	0.0	1	15.9	1	442	9	26.6	1	1331	9	20.6	1	21.3	1	10.7	1	15.5	9	15.7	9	0	9	3.3	1			6.4	1	230	1	414	9	9.7	1	260	1	1343	9							9.0	1			1343	9
45055001	ORLEANS	47.990667	1.778167	123	20220517	0.6	1	14.8	1	446	9	29.9	1	1624	9	23.0	1	22.4	1	15.1	1	10.6	9	13.4	9	0	9	2.8	1			6.5	1	230	9	2018	9	10.7	1	230	9	2012	9							10.4	1			2015	9
45055001	ORLEANS	47.990667	1.778167	123	20220518	0.0	1	13.7	1	355	9	29.0	1	1636	9	22.0	1	21.4	1	15.3	1	8.9	9	11.5	9	0	9	3.3	1			6.7	1	70	1	1425	9	10.0	1	70	1	1417	9							9.6	1			1424	9
45055001	ORLEANS	47.990667	1.778167	123	20220519	2.4	1	20.0	1	34	9	27.6	1	1608	9	22.2	1	23.8	1	7.6	1	16.5	9	18.3	9	0	9	3.2	1			7.2	1	330	1	1020	9	12.5	1	320	1	1022	9							10.9	1			1022	9
45055001	ORLEANS	47.990667	1.778167	123	20220520	0.4	1	14.8	1	327	9	26.9	1	944	9	18.6	1	20.9	1	12.1	1	13.9	9	14.3	9	0	9	4.1	1			10.1	1	290	1	1527	9	14.1	1	290	1	1520	9							13.2	1			1520	9
45055001	ORLEANS	47.990667	1.778167	123	20220521	0.0	1	9.8	1	412	9	26.0	1	1511	9	18.3	1	17.9	1	16.2	1	4.8	9	7.8	9	0	9	2.5	1			5.4	1	20	1	1707	9	7.3	1	20	1	1705	9							7.1	1			1710	9
45055001	ORLEANS	47.990667	1.778167	123	20220522	2.6	1	12.3	1	312	9	26.2	1	1557	9	18.9	1	19.3	1	13.9	1	11.6	9	11.8	9	0	9	4.3	1			8.6	1	90	1	954	9	12.7	1	100	9	2146	9							12.2	1			2146	9
45055001	ORLEANS	47.990667	1.778167	123	20220523	8.3	1	14.8	1	1800	9	19.0	1	1233	9	16.0	1	16.9	1	4.2	1	12.5	9	13.7	9	0	9	5.2	1			9.9	1	250	1	1803	9	13.3	1	260	1	1755	9							13.0	1			1755	9
45055001	ORLEANS	47.990667	1.778167	123	20220524	0.0	1	9.4	1	430	9	18.9	1	1444	9	13.7	1	14.2	1	9.5	1	8.6	9	9.1	9	0	9	4.2	1			6.6	1	250	1	952	9	9.6	1	240	1	858	9							9.4	1			858	9
45055001	ORLEANS	47.990667	1.778167	123	20220525	0.0	1	6.7	1	352	9	21.2	1	1427	9	15.1	1	14.0	1	14.5	1	1.7	9	4.8	9	0	9	4.0	1			7.7	1	250	1	1225	9	11.6	1	230	1	1329	9							11.3	1			1329	9
45055001	ORLEANS	47.990667	1.778167	123	20220526	0.0	1	13.3	1	228	9	21.6	1	1419	9	16.9	1	17.5	1	8.3	1	12.7	9	12.7	9	0	9	3.6	1			6.5	1	300	1	1832	9	8.7	1	310	1	649	9							8.4	1			649	9
45055001	ORLEANS	47.990667	1.778167	123	20220527	0.2	1	11.3	1	236	9	21.3	1	1709	9	15.4	1	16.3	1	10.0	1	6.8	9	9.3	9	0	9	2.7	1			5.7	1	320	1	727	9	8.0	1	300	1	1653	9							7.6	1			1653	9
45055001	ORLEANS	47.990667	1.778167	123	20220528	0.0	1	6.7	1	346	9	21.3	1	1305	9	14.5	1	14.0	1	14.6	1	1.5	9	4.6	9	0	9	4.0	1			6.9	1	30	1	1547	9	9.4	1	30	1	1543	9							8.9	1			1543	9
45055001	ORLEANS	47.990667	1.778167	123	20220529	0.0	1	5.4	1	417	9	17.0	1	1320	9	11.6	1	11.2	1	11.6	1	2.9	9	4.1	9	0	9	4.8	1			7.3	1	30	1	714	9	11.3	1	10	1	1254	9							11.1	1			1254	9
45055001	ORLEANS	47.990667	1.778167	123	20220530	0.0	1	5.1	1	342	9	20.3	1	1614	9	13.1	1	12.7	1	15.2	1	2.9	9	3.9	9	0	9	3.4	1			6.0	1	50	1	630	9	9.4	1	90	1	903	9							8.4	1			1318	9
45055001	ORLEANS	47.990667	1.778167	123	20220531	0.0	1	5.7	1	405	9	23.3	1	1413	9	15.5	1	14.5	1	17.6	1	1.0	9	3.5	9	0	9	2.9	1			6.2	1	290	1	1705	9	12.6	1	310	1	1441	9							11.8	1			1441	9
45055001	ORLEANS	47.990667	1.778167	123	20220601	0.0	1	5.6	1	404	9	23.3	1	1515	9	15.9	1	14.5	1	17.7	1	-0.5	9	2.9	9	0	9	2.5	1			5.8	1	50	9	2247	9	8.8	1	340	1	1701	9							8.0	1			1710	9
45055001	ORLEANS	47.990667	1.778167	123	20220602	0.0	1	8.8	1	320	9	26.1	1	1628	9	18.0	1	17.5	1	17.3	1	8.0	9	8.2	9	0	9	5.2	1			7.6	1	40	1	1712	9	12.0	1	60	1	1412	9							11.6	1			1412	9
45055001	ORLEANS	47.990667	1.778167	123	20220603	0.0	1	12.6	1	303	9	26.5	1	1514	9	18.7	1	19.6	1	13.9	1	11.7	9	12.2	9	0	9	3.5	1			7.5	1	320	1	1126	9	9.9	1	320	1	1120	9							9.5	1			1120	9
45055001	ORLEANS	47.990667	1.778167	123	20220604	28.8	1	14.9	1	409	9	29.4	1	1212	9	19.4	1	22.2	1	14.5	1	13.0	9	13.5	9	0	9	2.6	1			17.4	1	230	1	1525	9	25.4	1	220	1	1523	9							24.1	1			1523	9
45055001	ORLEANS	47.990667	1.778167	123	20220605	0.4	1	14.6	1	249	9	22.8	1	1506	9	17.7	1	18.7	1	8.2	1	12.7	9	13.6	9	0	9	4.7	1			8.8	1	240	1	1106	9	12.0	1	240	1	1006	9							11.8	1			1010	9
45055001	ORLEANS	47.990667	1.778167	123	20220606	2.2	1	11.6	1	16	9	21.9	1	1228	9	16.9	1	16.8	1	10.3	1	10.1	9	11.0	9	0	9	3.8	1			6.8	1	220	1	1622	9	9.6	1	250	1	1014	9							9.4	1			1014	9
45055001	ORLEANS	47.990667	1.778167	123	20220607	7.5	1	13.6	1	420	9	22.7	1	1406	9	17.6	1	18.2	1	9.1	1	12.7	9	13.3	9	0	9	5.5	1			9.1	1	260	1	1253	9	13.5	1	250	1	1322	9							13.3	1			1322	9
45055001	ORLEANS	47.990667	1.778167	123	20220608	1.2	1	13.6	1	449	9	22.3	1	1500	9	17.2	1	18.0	1	8.7	1	13.4	9	13.3	9	0	9	5.3	1			9.9	1	260	1	1208	9	14.7	1	240	1	1156	9							14.2	1			1156	9
45055001	ORLEANS	47.990667	1.778167	123	20220609	0.0	1	10.9	1	324	9	21.7	1	1523	9	16.5	1	16.3	1	10.8	1	9.6	9	10.4	9	0	9	3.7	1			6.4	1	290	1	1136	9	10.4	1	230	1	1240	9							10.0	1			1146	9
45055001	ORLEANS	47.990667	1.778167	123	20220610	0.0	1	12.0	1	300	9	25.0	1	1443	9	18.3	1	18.5	1	13.0	1	8.5	9	10.3	9	0	1	2.9	1			5.6	1	210	1	954	1	8.7	1	210	1	951	9							8.4	1			951	1
45055001	ORLEANS	47.990667	1.778167	123	20220611	0.0	1	11.5	1	407	9	26.9	1	1541	9	19.9	1	19.2	1	15.4	1	7.6	9	9.6	9	0	9	2.3	1			5.6	1	350	9	2150	9	7.7	1	350	9	2224	9							7.5	1			2224	9
45055001	ORLEANS	47.990667	1.778167	123	20220612	0.0	1	12.5	1	407	9	24.8	1	1327	9	18.1	1	18.7	1	12.3	1	11.4	9	12.1	9	0	9	4.4	1			7.0	1	350	9	2011	9	10.5	1	350	9	1950	9							10.0	1			1950	9
45055001	ORLEANS	47.990667	1.778167	123	20220613	0.2	1	7.9	1	406	9	23.8	1	1443	9	16.6	1	15.9	1	15.9	1	1.6	9	4.7	9	0	9	2.9	1			4.8	1	30	1	1758	9	7.8	1	360	1	1021	9							7.2	1			1510	9
45055001	ORLEANS	47.990667	1.778167	123	20220614	0.0	1	8.9	1	323	9	27.8	1	1541	9	19.1	1	18.4	1	18.9	1	7.5	9	8.2	9	0	9	3.5	1			6.0	1	50	1	1737	9	10.9	1	90	1	1328	9							10.2	1			1328	9
45055001	ORLEANS	47.990667	1.778167	123	20220615	0.0	1	12.0	1	331	9	32.2	1	1508	9	22.9	1	22.1	1	20.2	1	9.2	9	10.7	9	0	9	3.3	1			5.6	1	320	1	1534	9	10.4	1	330	1	1541	9							10.0	1			1541	9
45055001	ORLEANS	47.990667	1.778167	123	20220616	0.0	1	13.6	1	404	9	30.4	1	1557	9	22.6	1	22.0	1	16.8	1	10.7	9	12.2	9	0	9	2.7	1			4.9	1	40	1	1226	9	9.0	1	30	1	1128	9							8.7	1			1128	9
45055001	ORLEANS	47.990667	1.778167	123	20220617	0.0	1	14.5	1	300	9	35.2	1	1625	9	25.8	1	24.9	1	20.7	1	11.0	9	13.0	9	0	9	1.9	1			4.0	1	110	1	618	9	7.1	1	130	1	1008	9							6.7	1			1010	9
45055001	ORLEANS	47.990667	1.778167	123	20220618	0.2	1	17.7	1	349	9	37.9	1	1410	9	29.3	1	27.8	1	20.2	1	13.5	9	16.0	9	0	9	3.4	1			7.0	1	260	9	2348	9	11.1	1	280	9	2339	9							10.8	1			1438	9
45055001	ORLEANS	47.990667	1.778167	123	20220619	6.4	1	15.3	1	411	9	30.7	1	1335	9	22.2	1	23.0	1	15.4	1	14.8	9	14.6	9	0	9	5.4	1			11.1	1	30	1	417	9	15.3	1	10	1	409	9							14.7	1			410	9
45055001	ORLEANS	47.990667	1.778167	123	20220620	12.0	1	17.8	1	125	9	23.6	1	1623	9	19.5	1	20.7	1	5.8	1	16.8	9	17.6	9	0	9	4.8	1			7.5	1	20	1	1030	9	9.9	1	20	1	1028	9							9.4	1			1028	9
45055001	ORLEANS	47.990667	1.778167	123	20220621	0.0	1	13.9	1	409	9	26.8	1	1702	9	19.8	1	20.4	1	12.9	1	13.4	9	13.7	9	0	9	3.0	1			5.4	1	50	1	216	9	10.2	1	230	1	108	9							9.8	1			110	9
45055001	ORLEANS	47.990667	1.778167	123	20220622	2.0	1	16.5	1	421	9	26.7	1	1041	9	20.8	1	21.6	1	10.2	1	16.0	9	16.3	9	0	9	3.5	1			6.4	1	80	1	1222	9	9.6	1	80	1	1214	9							9.1	1			1214	9
45055001	ORLEANS	47.990667	1.778167	123	20220623	0.0	1	16.9	1	248	9	27.2	1	1405	9	21.4	1	22.1	1	10.3	1	16.6	9	16.9	9	0	9	3.6	1			5.6	1	240	1	51	9	8.0	1	230	1	1317	9							7.7	1			1317	9
45055001	ORLEANS	47.990667	1.778167	123	20220624	2.6	1	15.7	1	326	9	23.7	1	1505	9	19.3	1	19.7	1	8.0	1	14.5	9	15.2	9	0	9	5.7	1			10.5	1	240	1	1701	9	15.4	1	240	1	1508	9							15.0	1			1510	9
45055001	ORLEANS	47.990667	1.778167	123	20220625	10.1	1	14.9	1	235	9	16.7	1	1259	9	15.6	1	15.8	1	1.8	1	14.6	9	14.5	9	0	9	2.5	1			6.7	1	200	1	132	9	9.5	1	220	1	125	9							9.2	1			125	9
45055001	ORLEANS	47.990667	1.778167	123	20220626	1.0	1	11.5	1	339	9	21.5	1	1233	9	15.8	1	16.5	1	10.0	1	10.4	9	11.0	9	0	9	2.2	1			5.0	1	150	1	1440	9	7.1	1	160	1	1436	9							6.8	1			1436	9
45055001	ORLEANS	47.990667	1.778167	123	20220627	0.0	1	11.7	1	122	9	23.6	1	1318	9	17.4	1	17.7	1	11.9	1	8.0	9	10.0	9	0	9	3.6	1			7.9	1	250	1	1147	9	12.2	1	260	1	1624	9							11.9	1			1624	9
45055001	ORLEANS	47.990667	1.778167	123	20220628	0.0	1	9.0	1	405	9	25.9	1	1546	9	18.8	1	17.5	1	16.9	1	4.5	9	6.8	9	0	9	2.1	1			4.9	1	180	1	1513	9	8.6	1	200	1	1126	9							7.9	1			1146	9
45055001	ORLEANS	47.990667	1.778167	123	20220629	1.8	1	11.0	1	340	9	25.9	1	1437	9	18.2	1	18.5	1	14.9	1	5.1	9	7.9	9	0	9	3.6	1			9.0	1	280	1	1737	9	11.7	1	290	1	1728	9							11.5	1			1728	9
45055001	ORLEANS	47.990667	1.778167	123	20220630	10.7	1	12.5	1	2310	9	18.3	1	1522	9	14.3	1	15.4	1	5.8	1	10.3	9	11.4	9	0	9	2.5	1			6.7	1	170	1	1541	9	9.7	1	160	1	1546	9							9.3	1			1546	9
